Entity,Code,Year,Gas Consumption - EJ
Argentina,ARG,1966,0.16076592
Argentina,ARG,1967,0.16811802
Argentina,ARG,1968,0.18719847
Argentina,ARG,1969,0.18649827
Argentina,ARG,1970,0.21076020000000004
Argentina,ARG,1971,0.22752999
Argentina,ARG,1972,0.25532793
Argentina,ARG,1973,0.29054799
Argentina,ARG,1974,0.30752784
Argentina,ARG,1975,0.31509000000000004
Argentina,ARG,1976,0.3546513
Argentina,ARG,1977,0.3704058
Argentina,ARG,1978,0.36025290000000004
Argentina,ARG,1979,0.3704058
Argentina,ARG,1980,0.4036653
Argentina,ARG,1981,0.4218705
Argentina,ARG,1982,0.47928690000000007
Argentina,ARG,1983,0.5153472
Argentina,ARG,1984,0.5486066999999999
Argentina,ARG,1985,0.5605101
Argentina,ARG,1986,0.6056729999999999
Argentina,ARG,1987,0.6060230999999999
Argentina,ARG,1988,0.7079022
Argentina,ARG,1989,0.7436124
Argentina,ARG,1990,0.7103529000000001
Argentina,ARG,1991,0.7233066
Argentina,ARG,1992,0.7821234
Argentina,ARG,1993,0.8258859000000001
Argentina,ARG,1994,0.8489924999999999
Argentina,ARG,1995,0.9449199
Argentina,ARG,1996,1.0842597
Argentina,ARG,1997,0.9991853999999999
Argentina,ARG,1998,1.0681551
Argentina,ARG,1999,1.1329236
Argentina,ARG,2000,1.1626821000000003
Argentina,ARG,2001,1.0884608999999998
Argentina,ARG,2002,1.0597527
Argentina,ARG,2003,1.2106458
Argentina,ARG,2004,1.3251285
Argentina,ARG,2005,1.414404
Argentina,ARG,2006,1.463418
Argentina,ARG,2007,1.5376391999999999
Argentina,ARG,2008,1.5547941
Argentina,ARG,2009,1.5060800977809798
Argentina,ARG,2010,1.51514699610441
Argentina,ARG,2011,1.5782323928106898
Argentina,ARG,2012,1.64391153609045
Argentina,ARG,2013,1.65699680275834
Argentina,ARG,2014,1.6615792462894898
Argentina,ARG,2015,1.67949245755297
Argentina,ARG,2016,1.73556040277317
Argentina,ARG,2017,1.73880102789221
Argentina,ARG,2018,1.75335262851297
Argentina,ARG,2019,1.7096614221228899
Asia Pacific,,1965,0.202435083924779
Asia Pacific,,1966,0.22460131102654896
Asia Pacific,,1967,0.257009443347434
Asia Pacific,,1968,0.280144910076991
Asia Pacific,,1969,0.36936152783643894
Asia Pacific,,1970,0.5123690113688879
Asia Pacific,,1971,0.610383273296527
Asia Pacific,,1972,0.707094950373885
Asia Pacific,,1973,0.8726812590464091
Asia Pacific,,1974,1.08831233779149
Asia Pacific,,1975,1.2643625910410001
Asia Pacific,,1976,1.4615941530701297
Asia Pacific,,1977,1.79916856688349
Asia Pacific,,1978,2.15847521734857
Asia Pacific,,1979,2.46727333736623
Asia Pacific,,1980,2.64829234979452
Asia Pacific,,1981,2.67732621413104
Asia Pacific,,1982,2.78484174819992
Asia Pacific,,1983,3.0753036875161497
Asia Pacific,,1984,3.5978185862243803
Asia Pacific,,1985,3.90971035043482
Asia Pacific,,1986,4.26840876712247
Asia Pacific,,1987,4.53114188453404
Asia Pacific,,1988,4.83248889084882
Asia Pacific,,1989,5.07338929534304
Asia Pacific,,1990,5.472770916484881
Asia Pacific,,1991,6.0046655668974696
Asia Pacific,,1992,6.412825567138281
Asia Pacific,,1993,6.71974309025278
Asia Pacific,,1994,7.315180833727701
Asia Pacific,,1995,7.66255174126312
Asia Pacific,,1996,8.36555620440292
Asia Pacific,,1997,9.038775603821572
Asia Pacific,,1998,9.24421628694662
Asia Pacific,,1999,9.9825791049251
Asia Pacific,,2000,10.7435132901817
Asia Pacific,,2001,11.400070756213902
Asia Pacific,,2002,11.9284069298753
Asia Pacific,,2003,12.9184503113897
Asia Pacific,,2004,13.6882777976528
Asia Pacific,,2005,14.7052810825718
Asia Pacific,,2006,15.822673609003001
Asia Pacific,,2007,17.042342128324698
Asia Pacific,,2008,18.134330351577898
Asia Pacific,,2009,18.563391546180398
Asia Pacific,,2010,20.7959082585377
Asia Pacific,,2011,22.435248753941103
Asia Pacific,,2012,23.9179460517829
Asia Pacific,,2013,24.7886833073077
Asia Pacific,,2014,25.5161289482128
Asia Pacific,,2015,25.9274540056471
Asia Pacific,,2016,26.551664351417397
Asia Pacific,,2017,27.9405009589497
Asia Pacific,,2018,29.917207827697702
Asia Pacific,,2019,31.317271965711498
Australia,AUS,1965,0.00010611
Australia,AUS,1966,0.00014148
Australia,AUS,1967,0.00014148
Australia,AUS,1968,0.00109647
Australia,AUS,1969,0.0148554
Australia,AUS,1970,0.062294308631999994
Australia,AUS,1971,0.0929760456996
Australia,AUS,1972,0.1334673463104
Australia,AUS,1973,0.1694476797444
Australia,AUS,1974,0.19332716472
Australia,AUS,1975,0.2076118941132
Australia,AUS,1976,0.2450779826094
Australia,AUS,1977,0.279966375576
Australia,AUS,1978,0.3014113703292
Australia,AUS,1979,0.34695065801880004
Australia,AUS,1980,0.39839716463040004
Australia,AUS,1981,0.43179980253480005
Australia,AUS,1982,0.4211310071484
Australia,AUS,1983,0.4574693538504
Australia,AUS,1984,0.45114214956370896
Australia,AUS,1985,0.4822294440613
Australia,AUS,1986,0.526785412509011
Australia,AUS,1987,0.537820527071228
Australia,AUS,1988,0.5507762237761321
Australia,AUS,1989,0.600752309399917
Australia,AUS,1990,0.6039341178158699
Australia,AUS,1991,0.578955634861698
Australia,AUS,1992,0.598930452580871
Australia,AUS,1993,0.6209763588276159
Australia,AUS,1994,0.6896396426673129
Australia,AUS,1995,0.6962964917156209
Australia,AUS,1996,0.70137587724732
Australia,AUS,1997,0.688698183912509
Australia,AUS,1998,0.7090315428851091
Australia,AUS,1999,0.7262659319108191
Australia,AUS,2000,0.739982862750783
Australia,AUS,2001,0.798095488027693
Australia,AUS,2002,0.821333413696767
Australia,AUS,2003,0.8277944142328679
Australia,AUS,2004,0.8443296339159492
Australia,AUS,2005,0.837323362683198
Australia,AUS,2006,0.933950271146992
Australia,AUS,2007,1.04471335784092
Australia,AUS,2008,1.0272584855722
Australia,AUS,2009,1.04891163470495
Australia,AUS,2010,1.21621051601305
Australia,AUS,2011,1.27019093110987
Australia,AUS,2012,1.27406446168972
Australia,AUS,2013,1.33824536974561
Australia,AUS,2014,1.44359701880887
Australia,AUS,2015,1.5158509186027198
Australia,AUS,2016,1.5021386036225302
Australia,AUS,2017,1.48472058635533
Australia,AUS,2018,1.49138400286152
Australia,AUS,2019,1.93465022440068
Austria,AUT,1965,0.0631031288407539
Austria,AUT,1966,0.0677557232148158
Austria,AUT,1967,0.0649140613836327
Austria,AUT,1968,0.0692242905691963
Austria,AUT,1969,0.0839849649227947
Austria,AUT,1970,0.101872807638486
Austria,AUT,1971,0.11702392815912699
Austria,AUT,1972,0.126467108891247
Austria,AUT,1973,0.139000316593139
Austria,AUT,1974,0.15066709211079002
Austria,AUT,1975,0.150485827606932
Austria,AUT,1976,0.171396405385596
Austria,AUT,1977,0.17467321599750898
Austria,AUT,1978,0.18168565867303
Austria,AUT,1979,0.180145318741364
Austria,AUT,1980,0.17306631538369802
Austria,AUT,1981,0.16496675242684
Austria,AUT,1982,0.15967895429254098
Austria,AUT,1983,0.16292541368874802
Austria,AUT,1984,0.18140359995733
Austria,AUT,1985,0.19436977640205896
Austria,AUT,1986,0.18871655412728197
Austria,AUT,1987,0.19686880161984696
Austria,AUT,1988,0.188586105472067
Austria,AUT,1989,0.20253535056340302
Austria,AUT,1990,0.222965652059934
Austria,AUT,1991,0.236391089432651
Austria,AUT,1992,0.23213604285891
Austria,AUT,1993,0.24412482535166502
Austria,AUT,1994,0.251105379041333
Austria,AUT,1995,0.27416577688101396
Austria,AUT,1996,0.29181916798054497
Austria,AUT,1997,0.28125257842931395
Austria,AUT,1998,0.288746249365115
Austria,AUT,1999,0.29493946216017
Austria,AUT,2000,0.281538554860526
Austria,AUT,2001,0.29837505901607897
Austria,AUT,2002,0.293347329917646
Austria,AUT,2003,0.32266698643078
Austria,AUT,2004,0.325772415123058
Austria,AUT,2005,0.34299743161376
Austria,AUT,2006,0.322315228221146
Austria,AUT,2007,0.304952235019928
Austria,AUT,2008,0.326467975436293
Austria,AUT,2009,0.317948899470292
Austria,AUT,2010,0.346061235823519
Austria,AUT,2011,0.325505041292245
Austria,AUT,2012,0.310469097285111
Austria,AUT,2013,0.29521660077468
Austria,AUT,2014,0.27039512070108
Austria,AUT,2015,0.28685142002628
Austria,AUT,2016,0.30031885013472
Austria,AUT,2017,0.32651473854204
Austria,AUT,2018,0.31272908080788003
Austria,AUT,2019,0.32041587733523996
Azerbaijan,AZE,1985,0.477358991150442
Azerbaijan,AZE,1986,0.530391079646018
Azerbaijan,AZE,1987,0.523845424778761
Azerbaijan,AZE,1988,0.517299769911504
Azerbaijan,AZE,1989,0.543499938053097
Azerbaijan,AZE,1990,0.554292371681416
Azerbaijan,AZE,1991,0.530391079646018
Azerbaijan,AZE,1992,0.41249909734513296
Azerbaijan,AZE,1993,0.30448701769911496
Azerbaijan,AZE,1994,0.28483250442477903
Azerbaijan,AZE,1995,0.281550902654867
Azerbaijan,AZE,1996,0.20626709734513302
Azerbaijan,AZE,1997,0.196439840707965
Azerbaijan,AZE,1998,0.18331343362831898
Azerbaijan,AZE,1999,0.196439840707965
Azerbaijan,AZE,2000,0.18987663716814202
Azerbaijan,AZE,2001,0.27235539823008803
Azerbaijan,AZE,2002,0.27312753982300897
Azerbaijan,AZE,2003,0.280076814159292
Azerbaijan,AZE,2004,0.328420494
Azerbaijan,AZE,2005,0.339235776
Azerbaijan,AZE,2006,0.35861761799999997
Azerbaijan,AZE,2007,0.315749124
Azerbaijan,AZE,2008,0.3612446964
Azerbaijan,AZE,2009,0.3084532704
Azerbaijan,AZE,2010,0.2932155018
Azerbaijan,AZE,2011,0.3211246404
Azerbaijan,AZE,2012,0.33701203979999994
Azerbaijan,AZE,2013,0.33850761840000004
Azerbaijan,AZE,2014,0.35476005799535604
Azerbaijan,AZE,2015,0.40127589
Azerbaijan,AZE,2016,0.39350331
Azerbaijan,AZE,2017,0.38219778
Azerbaijan,AZE,2018,0.38936925
Azerbaijan,AZE,2019,0.4244124825
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.015826104
Bangladesh,BGD,1973,0.021896963999999998
Bangladesh,BGD,1974,0.024074099999999998
Bangladesh,BGD,1975,0.024199704
Bangladesh,BGD,1976,0.031861547999999996
Bangladesh,BGD,1977,0.035545932
Bangladesh,BGD,1978,0.039230316
Bangladesh,BGD,1979,0.045133704000000004
Bangladesh,BGD,1980,0.050827752000000004
Bangladesh,BGD,1981,0.049009883682375
Bangladesh,BGD,1982,0.063629448584625
Bangladesh,BGD,1983,0.0708018659964
Bangladesh,BGD,1984,0.081722386624725
Bangladesh,BGD,1985,0.09280970765797501
Bangladesh,BGD,1986,0.10465253640765
Bangladesh,BGD,1987,0.1229613337953
Bangladesh,BGD,1988,0.14472388074375
Bangladesh,BGD,1989,0.15299521847032502
Bangladesh,BGD,1990,0.16467124681507503
Bangladesh,BGD,1991,0.1695869528661
Bangladesh,BGD,1992,0.18493259011920002
Bangladesh,BGD,1993,0.20700911430045002
Bangladesh,BGD,1994,0.21954858003539998
Bangladesh,BGD,1995,0.24272402453145
Bangladesh,BGD,1996,0.260512797127275
Bangladesh,BGD,1997,0.256077868713975
Bangladesh,BGD,1998,0.27671205998205
Bangladesh,BGD,1999,0.3016928735667
Bangladesh,BGD,2000,0.326094791628375
Bangladesh,BGD,2001,0.3651555217464
Bangladesh,BGD,2002,0.384160956119325
Bangladesh,BGD,2003,0.41322347373037505
Bangladesh,BGD,2004,0.444248349046425
Bangladesh,BGD,2005,0.47748087678059997
Bangladesh,BGD,2006,0.5170812552674999
Bangladesh,BGD,2007,0.55210934030175
Bangladesh,BGD,2008,0.58955112531315
Bangladesh,BGD,2009,0.674882579220636
Bangladesh,BGD,2010,0.693134176771575
Bangladesh,BGD,2011,0.7049573819442
Bangladesh,BGD,2012,0.7681060528911
Bangladesh,BGD,2013,0.7903003185346501
Bangladesh,BGD,2014,0.8288017767067499
Bangladesh,BGD,2015,0.9307462594814999
Bangladesh,BGD,2016,0.95223407635125
Bangladesh,BGD,2017,0.9573362063842499
Bangladesh,BGD,2018,0.987444051572318
Bangladesh,BGD,2019,1.23681487362727
Belarus,BLR,1985,0.311514619469026
Belarus,BLR,1986,0.317479362831858
Belarus,BLR,1987,0.358356389380531
Belarus,BLR,1988,0.414937203539823
Belarus,BLR,1989,0.436976424778761
Belarus,BLR,1990,0.465570123893805
Belarus,BLR,1991,0.487255504424779
Belarus,BLR,1992,0.565841840707965
Belarus,BLR,1993,0.524998513274336
Belarus,BLR,1994,0.45894824778761106
Belarus,BLR,1995,0.414937203539823
Belarus,BLR,1996,0.436976424778761
Belarus,BLR,1997,0.499825274336283
Belarus,BLR,1998,0.5061270088495571
Belarus,BLR,1999,0.5155627610619471
Belarus,BLR,2000,0.546970336283186
Belarus,BLR,2001,0.543836318584071
Belarus,BLR,2002,0.55954010619469
Belarus,BLR,2003,0.5501043539823011
Belarus,BLR,2004,0.667237275743717
Belarus,BLR,2005,0.684095824526726
Belarus,BLR,2006,0.69821196460177
Belarus,BLR,2007,0.7009752920353979
Belarus,BLR,2008,0.7178922477876108
Belarus,BLR,2009,0.60955132743363
Belarus,BLR,2010,0.746221061946905
Belarus,BLR,2011,0.692142654867259
Belarus,BLR,2012,0.698763539823011
Belarus,BLR,2013,0.693729982300885
Belarus,BLR,2014,0.688371823008849
Belarus,BLR,2015,0.644360778761062
Belarus,BLR,2016,0.640350584070796
Belarus,BLR,2017,0.655515185840708
Belarus,BLR,2018,0.695313840707964
Belarus,BLR,2019,0.6934854070316129
Belgium,BEL,1965,0.002646
Belgium,BEL,1966,0.0047754
Belgium,BEL,1967,0.0181998
Belgium,BEL,1968,0.0442764
Belgium,BEL,1969,0.091206
Belgium,BEL,1970,0.1431063
Belgium,BEL,1971,0.1973331
Belgium,BEL,1972,0.24880860000000002
Belgium,BEL,1973,0.29906009999999994
Belgium,BEL,1974,0.35048429999999997
Belgium,BEL,1975,0.3463011
Belgium,BEL,1976,0.3658014
Belgium,BEL,1977,0.3598902
Belgium,BEL,1978,0.3568482
Belgium,BEL,1979,0.3898989
Belgium,BEL,1980,0.37307340000000005
Belgium,BEL,1981,0.34408979999999995
Belgium,BEL,1982,0.2868705
Belgium,BEL,1983,0.2981115
Belgium,BEL,1984,0.3076218
Belgium,BEL,1985,0.3091104
Belgium,BEL,1986,0.277542
Belgium,BEL,1987,0.3060594
Belgium,BEL,1988,0.3020616
Belgium,BEL,1989,0.33567929999999996
Belgium,BEL,1990,0.34451459999999995
Belgium,BEL,1991,0.3674808
Belgium,BEL,1992,0.37872449999999996
Belgium,BEL,1993,0.3963348
Belgium,BEL,1994,0.4052736
Belgium,BEL,1995,0.44829179999999996
Belgium,BEL,1996,0.4983147
Belgium,BEL,1997,0.4753611
Belgium,BEL,1998,0.5207184
Belgium,BEL,1999,0.5560569000000001
Belgium,BEL,2000,0.5589459
Belgium,BEL,2001,0.5521536
Belgium,BEL,2002,0.5699709
Belgium,BEL,2003,0.6071966999999999
Belgium,BEL,2004,0.618768
Belgium,BEL,2005,0.6081651
Belgium,BEL,2006,0.6260004
Belgium,BEL,2007,0.6306849
Belgium,BEL,2008,0.6264522
Belgium,BEL,2009,0.63266636952
Belgium,BEL,2010,0.6985439999999999
Belgium,BEL,2011,0.5948640000000001
Belgium,BEL,2012,0.60264
Belgium,BEL,2013,0.595188
Belgium,BEL,2014,0.520668
Belgium,BEL,2015,0.5705964
Belgium,BEL,2016,0.5828111999999999
Belgium,BEL,2017,0.5908140000000001
Belgium,BEL,2018,0.6074676
Belgium,BEL,2019,0.6258060000000001
Brazil,BRA,1965,0.0018483175107079602
Brazil,BRA,1966,0.00216144939424779
Brazil,BRA,1967,0.0024433775761061897
Brazil,BRA,1968,0.00258224317247787
Brazil,BRA,1969,0.00272147372442478
Brazil,BRA,1970,0.0029196446017699103
Brazil,BRA,1971,0.00459844024778761
Brazil,BRA,1972,0.00631373145132743
Brazil,BRA,1973,0.0072261203893805295
Brazil,BRA,1974,0.0139048074159292
Brazil,BRA,1975,0.0151091608141593
Brazil,BRA,1976,0.0174083809380531
Brazil,BRA,1977,0.0217148567256637
Brazil,BRA,1978,0.028576021539823
Brazil,BRA,1979,0.0313131883539823
Brazil,BRA,1980,0.0366050441946903
Brazil,BRA,1981,0.0328460017699115
Brazil,BRA,1982,0.0469332869734513
Brazil,BRA,1983,0.0634657745309734
Brazil,BRA,1984,0.0738670084247788
Brazil,BRA,1985,0.0926622205486726
Brazil,BRA,1986,0.10795385915044198
Brazil,BRA,1987,0.12050833093805301
Brazil,BRA,1988,0.12131123320354
Brazil,BRA,1989,0.12437686003539801
Brazil,BRA,1990,0.113238488870761
Brazil,BRA,1991,0.11772218708569901
Brazil,BRA,1992,0.133358380246035
Brazil,BRA,1993,0.156220657300195
Brazil,BRA,1994,0.170610125720018
Brazil,BRA,1995,0.188297807159788
Brazil,BRA,1996,0.20745896023895602
Brazil,BRA,1997,0.22544970078838897
Brazil,BRA,1998,0.236273480247186
Brazil,BRA,1999,0.28036963907442497
Brazil,BRA,2000,0.34936218934262
Brazil,BRA,2001,0.44230298029938103
Brazil,BRA,2002,0.52258507052846
Brazil,BRA,2003,0.584902511612089
Brazil,BRA,2004,0.695609413874124
Brazil,BRA,2005,0.724576164944347
Brazil,BRA,2006,0.762112141353779
Brazil,BRA,2007,0.784858910897817
Brazil,BRA,2008,0.9237918766555391
Brazil,BRA,2009,0.744070096789955
Brazil,BRA,2010,0.9927640532241221
Brazil,BRA,2011,0.989403298585764
Brazil,BRA,2012,1.17275519756782
Brazil,BRA,2013,1.3817798198678501
Brazil,BRA,2014,1.4635970729056103
Brazil,BRA,2015,1.5457154714066499
Brazil,BRA,2016,1.3351637681366002
Brazil,BRA,2017,1.3547530205934701
Brazil,BRA,2018,1.29206871623721
Brazil,BRA,2019,1.28914192121671
Bulgaria,BGR,1965,0.00202581
Bulgaria,BGR,1966,0.00302211
Bulgaria,BGR,1967,0.00919917
Bulgaria,BGR,1968,0.01408104
Bulgaria,BGR,1969,0.01464561
Bulgaria,BGR,1970,0.01321758
Bulgaria,BGR,1971,0.0103554
Bulgaria,BGR,1972,0.0069768
Bulgaria,BGR,1973,0.0070290000000000005
Bulgaria,BGR,1974,0.0153162
Bulgaria,BGR,1975,0.040675499999999996
Bulgaria,BGR,1976,0.0711387
Bulgaria,BGR,1977,0.0907758
Bulgaria,BGR,1978,0.0968409
Bulgaria,BGR,1979,0.1036062
Bulgaria,BGR,1980,0.1331694
Bulgaria,BGR,1981,0.14486129999999997
Bulgaria,BGR,1982,0.1603008
Bulgaria,BGR,1983,0.16844220000000001
Bulgaria,BGR,1984,0.177102
Bulgaria,BGR,1985,0.19316879999999997
Bulgaria,BGR,1986,0.1918278
Bulgaria,BGR,1987,0.2139228
Bulgaria,BGR,1988,0.20780820000000003
Bulgaria,BGR,1989,0.2139237
Bulgaria,BGR,1990,0.226863
Bulgaria,BGR,1991,0.19159020000000002
Bulgaria,BGR,1992,0.1696365
Bulgaria,BGR,1993,0.1578447
Bulgaria,BGR,1994,0.1579059
Bulgaria,BGR,1995,0.19058129999999998
Bulgaria,BGR,1996,0.1947033
Bulgaria,BGR,1997,0.15533010000000003
Bulgaria,BGR,1998,0.1299654
Bulgaria,BGR,1999,0.11260260000000001
Bulgaria,BGR,2000,0.12264569999999998
Bulgaria,BGR,2001,0.10310129999999999
Bulgaria,BGR,2002,0.0914148
Bulgaria,BGR,2003,0.09659880000000001
Bulgaria,BGR,2004,0.0943155
Bulgaria,BGR,2005,0.1175904
Bulgaria,BGR,2006,0.1211652
Bulgaria,BGR,2007,0.12210839999999998
Bulgaria,BGR,2008,0.1221165
Bulgaria,BGR,2009,0.0873495
Bulgaria,BGR,2010,0.09620189999999999
Bulgaria,BGR,2011,0.11014020000000001
Bulgaria,BGR,2012,0.1026441
Bulgaria,BGR,2013,0.0991584
Bulgaria,BGR,2014,0.09850139999999999
Bulgaria,BGR,2015,0.1080126
Bulgaria,BGR,2016,0.1125018
Bulgaria,BGR,2017,0.1156914
Bulgaria,BGR,2018,0.1088253
Bulgaria,BGR,2019,0.1019115
CIS,,1965,4.38032977827899
CIS,,1966,4.88654761367604
CIS,,1967,5.379930270683861
CIS,,1968,5.8089745598667895
CIS,,1969,6.207961786769121
CIS,,1970,6.82145084792555
CIS,,1971,7.45638603282698
CIS,,1972,7.842538081340059
CIS,,1973,8.528935835002429
CIS,,1974,9.04376461234517
CIS,,1975,9.86749065745758
CIS,,1976,10.858561442446101
CIS,,1977,11.635089772505697
CIS,,1978,12.4073126315926
CIS,,1979,13.1709651625883
CIS,,1980,13.5747858917239
CIS,,1981,14.3749536948696
CIS,,1982,15.5176501848647
CIS,,1983,16.638819319995598
CIS,,1984,18.155441942494303
CIS,,1985,15.6289484214306
CIS,,1986,16.0408853425528
CIS,,1987,16.9131793742057
CIS,,1988,17.8241466180632
CIS,,1989,18.223467587486
CIS,,1990,18.3953838270202
CIS,,1991,18.7380115117152
CIS,,1992,18.1878904094691
CIS,,1993,18.0046261815627
CIS,,1994,16.9113429784146
CIS,,1995,16.4116378101008
CIS,,1996,16.603392111247498
CIS,,1997,15.388713091630098
CIS,,1998,15.9702343763712
CIS,,1999,16.1358566238907
CIS,,2000,16.2801325238851
CIS,,2001,16.6957645073648
CIS,,2002,16.8141797671297
CIS,,2003,17.117348328747898
CIS,,2004,17.7065699786976
CIS,,2005,18.0265208504572
CIS,,2006,18.7343147538705
CIS,,2007,19.1374069291252
CIS,,2008,18.7654562787826
CIS,,2009,17.9980405667712
CIS,,2010,19.1262135638903
CIS,,2011,19.7822764666983
CIS,,2012,19.628246052234896
CIS,,2013,19.3444537288786
CIS,,2014,19.4373106957551
CIS,,2015,19.078852648791
CIS,,2016,19.3951237432665
CIS,,2017,19.7852875512588
CIS,,2018,20.961674618195698
CIS,,2019,20.6541477850175
Canada,CAN,1965,0.78006321
Canada,CAN,1966,0.854009595
Canada,CAN,1967,0.90690192
Canada,CAN,1968,1.00987479
Canada,CAN,1969,1.12858677
Canada,CAN,1970,1.24681869
Canada,CAN,1971,1.3307949
Canada,CAN,1972,1.49686137
Canada,CAN,1973,1.59184467
Canada,CAN,1974,1.60912683
Canada,CAN,1975,1.6616933999999997
Canada,CAN,1976,1.6764381000000002
Canada,CAN,1977,1.7583912
Canada,CAN,1978,1.7751933000000002
Canada,CAN,1979,1.8022824
Canada,CAN,1980,1.7909667
Canada,CAN,1981,1.7378171999999998
Canada,CAN,1982,1.8403443
Canada,CAN,1983,1.7549622
Canada,CAN,1984,1.9480148999999998
Canada,CAN,1985,2.0433616740000002
Canada,CAN,1986,1.966514355
Canada,CAN,1987,1.99032876
Canada,CAN,1988,2.190510351
Canada,CAN,1989,2.3680125359999997
Canada,CAN,1990,2.2953760290000003
Canada,CAN,1991,2.311238583
Canada,CAN,1992,2.449993068
Canada,CAN,1993,2.599494039
Canada,CAN,1994,2.691103203
Canada,CAN,1995,2.7810683999999997
Canada,CAN,1996,2.8280961
Canada,CAN,1997,2.8838034
Canada,CAN,1998,2.8352619
Canada,CAN,1999,3.0308903999999997
Canada,CAN,2000,3.2119461
Canada,CAN,2001,3.0255192
Canada,CAN,2002,3.1487949
Canada,CAN,2003,3.2322528
Canada,CAN,2004,3.1615119
Canada,CAN,2005,3.1156433999999997
Canada,CAN,2006,3.0688992
Canada,CAN,2007,3.2725044
Canada,CAN,2008,3.2161058999999996
Canada,CAN,2009,3.1163814
Canada,CAN,2010,3.1781124
Canada,CAN,2011,3.5111232000000006
Canada,CAN,2012,3.4995572999999998
Canada,CAN,2013,3.7534977
