Entity,Code,Year,Coal Consumption - EJ
Asia Pacific,,1999,46.44401320118771
Asia Pacific,,2000,48.0202313739427
Asia Pacific,,2001,50.2277598798182
Asia Pacific,,2002,54.0720145590651
Asia Pacific,,2003,61.827032546007395
Asia Pacific,,2004,69.5189844651935
Asia Pacific,,2005,79.0431205103526
Asia Pacific,,2006,85.1110712927826
Asia Pacific,,2007,92.2038229320768
Asia Pacific,,2008,94.74950811577709
Asia Pacific,,2009,97.84440739621272
Asia Pacific,,2010,102.30666592431999
Asia Pacific,,2011,109.833565119297
Asia Pacific,,2012,112.198433202399
Asia Pacific,,2013,115.179828044965
Asia Pacific,,2014,115.95522148456699
Asia Pacific,,2015,115.267869999183
Asia Pacific,,2016,114.807685100229
Asia Pacific,,2017,116.280923709487
Asia Pacific,,2018,119.61549839886601
Asia Pacific,,2019,122.21842900185499
Australia,AUS,1965,0.7273
Australia,AUS,1966,0.7538
Australia,AUS,1967,0.7749
Australia,AUS,1968,0.7981
Australia,AUS,1969,0.8254
Australia,AUS,1970,0.8341
Australia,AUS,1971,0.83725
Australia,AUS,1972,0.87455
Australia,AUS,1973,0.91075
Australia,AUS,1974,0.95065
Australia,AUS,1975,0.98115
Australia,AUS,1976,1.01445
Australia,AUS,1977,1.05905
Australia,AUS,1978,1.0867
Australia,AUS,1979,1.13595
Australia,AUS,1980,1.16915
Australia,AUS,1981,1.1993
Australia,AUS,1982,1.21205
Australia,AUS,1983,1.2116
Australia,AUS,1984,1.28125
Australia,AUS,1985,1.3253
Australia,AUS,1986,1.35895
Australia,AUS,1987,1.4161
Australia,AUS,1988,1.48955
Australia,AUS,1989,1.56225
Australia,AUS,1990,1.59965
Australia,AUS,1991,1.63175
Australia,AUS,1992,1.64145
Australia,AUS,1993,1.652
Australia,AUS,1994,1.68575
Australia,AUS,1995,1.743
Australia,AUS,1996,1.81425
Australia,AUS,1997,1.90605
Australia,AUS,1998,1.9911
Australia,AUS,1999,2.11452968617713
Australia,AUS,2000,2.1297009330358603
Australia,AUS,2001,2.10820279748354
Australia,AUS,2002,2.15566036412369
Australia,AUS,2003,2.21739917412207
Australia,AUS,2004,2.31058835258
Australia,AUS,2005,2.2972641059241
Australia,AUS,2006,2.35948450638881
Australia,AUS,2007,2.33902214732813
Australia,AUS,2008,2.4379947985023502
Australia,AUS,2009,2.357241931279
Australia,AUS,2010,2.18638086081889
Australia,AUS,2011,2.13117138069037
Australia,AUS,2012,1.99583297668292
Australia,AUS,2013,1.89423297689531
Australia,AUS,2014,1.87855019450268
Australia,AUS,2015,1.94526248855605
Australia,AUS,2016,1.9439872550091202
Australia,AUS,2017,1.87734281808931
Australia,AUS,2018,1.8445493933099602
Australia,AUS,2019,1.78310999426089
Austria,AUT,1965,0.21281363910934697
Austria,AUT,1966,0.20328334700176398
Austria,AUT,1967,0.19242324669312197
Austria,AUT,1968,0.189985264991182
Austria,AUT,1969,0.18697103306878302
Austria,AUT,1970,0.201075
Austria,AUT,1971,0.18444100000000002
Austria,AUT,1972,0.167234
Austria,AUT,1973,0.166211
Austria,AUT,1974,0.175402
Austria,AUT,1975,0.152426
Austria,AUT,1976,0.162216
Austria,AUT,1977,0.136081
Austria,AUT,1978,0.138248
Austria,AUT,1979,0.15007
Austria,AUT,1980,0.154205
Austria,AUT,1981,0.15786
Austria,AUT,1982,0.15014
Austria,AUT,1983,0.160761
Austria,AUT,1984,0.18319100000000002
Austria,AUT,1985,0.18293399999999999
Austria,AUT,1986,0.163089
Austria,AUT,1987,0.16178199999999998
Austria,AUT,1988,0.154922
Austria,AUT,1989,0.155621
Austria,AUT,1990,0.171506
Austria,AUT,1991,0.1799
Austria,AUT,1992,0.1399752879
Austria,AUT,1993,0.12585150050000002
Austria,AUT,1994,0.127636
Austria,AUT,1995,0.14521911
Austria,AUT,1996,0.1458366896
Austria,AUT,1997,0.1546867092
Austria,AUT,1998,0.136188
Austria,AUT,1999,0.13525169873462597
Austria,AUT,2000,0.15292441892754002
Austria,AUT,2001,0.15797208061606902
Austria,AUT,2002,0.160486961965472
Austria,AUT,2003,0.171171699501857
Austria,AUT,2004,0.16767470341596302
Austria,AUT,2005,0.167176971759647
Austria,AUT,2006,0.167032693857501
Austria,AUT,2007,0.16149453624302498
Austria,AUT,2008,0.15953907199523998
Austria,AUT,2009,0.120206823390059
Austria,AUT,2010,0.141338446163883
Austria,AUT,2011,0.145150691137686
Austria,AUT,2012,0.13483746379281403
Austria,AUT,2013,0.137146726915093
Austria,AUT,2014,0.12562402776163
Austria,AUT,2015,0.135768934577441
Austria,AUT,2016,0.12592654444158802
Austria,AUT,2017,0.13050722980338902
Austria,AUT,2018,0.119585076218792
Austria,AUT,2019,0.125841471130489
Azerbaijan,AZE,1985,0.003851856
Azerbaijan,AZE,1986,0.003851856
Azerbaijan,AZE,1987,0.003851856
Azerbaijan,AZE,1988,0.003851856
Azerbaijan,AZE,1989,0.003851856
Azerbaijan,AZE,1990,0.003726252
Azerbaijan,AZE,1991,0.0028051559999999996
Azerbaijan,AZE,1992,0.000502416
Azerbaijan,AZE,1993,0.000125604
Azerbaijan,AZE,1994,0.000167472
Azerbaijan,AZE,1995,0.000125604
Azerbaijan,AZE,1996,0.000125604
Azerbaijan,AZE,1997,0.000125604
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.000125604
Azerbaijan,AZE,2002,0.000083736
Azerbaijan,AZE,2003,0.000125604
Azerbaijan,AZE,2004,0.00003851856
Azerbaijan,AZE,2005,0.00013481496
Azerbaijan,AZE,2006,0.00013481496
Azerbaijan,AZE,2007,0.000206400000321901
Azerbaijan,AZE,2008,0.000154800000241426
Azerbaijan,AZE,2009,0.000154800000241426
Azerbaijan,AZE,2010,0.000232200000362139
Azerbaijan,AZE,2011,0.000206400000321901
Azerbaijan,AZE,2012,0.000154800000241426
Azerbaijan,AZE,2013,0.000129000000201188
Azerbaijan,AZE,2014,0.000077400000120713
Azerbaijan,AZE,2015,0.000129000000201188
Azerbaijan,AZE,2016,0.000051600000080475395
Azerbaijan,AZE,2017,0.0000516
Azerbaijan,AZE,2018,0.0000516
Azerbaijan,AZE,2019,0.0000516
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.003913150752
Bangladesh,BGD,1973,0.005085036072
Bangladesh,BGD,1974,0.0045200274119999995
Bangladesh,BGD,1975,0.0052314903360000005
Bangladesh,BGD,1976,0.005168730204
Bangladesh,BGD,1977,0.0053989204680000005
Bangladesh,BGD,1978,0.0052314903360000005
Bangladesh,BGD,1979,0.00389225862
Bangladesh,BGD,1980,0.005199586920000001
Bangladesh,BGD,1981,0.005345203824
Bangladesh,BGD,1982,0.006475221144
Bangladesh,BGD,1983,0.003664747908
Bangladesh,BGD,1984,0.001466594172
Bangladesh,BGD,1985,0.002050736508
Bangladesh,BGD,1986,0.003097059696
Bangladesh,BGD,1987,0.00487573794
Bangladesh,BGD,1988,0.005022234072
Bangladesh,BGD,1989,0.0052314903360000005
Bangladesh,BGD,1990,0.011781320256
Bangladesh,BGD,1991,0.003766696488
Bangladesh,BGD,1992,0.003536506224
Bangladesh,BGD,1993,0.001318339584
Bangladesh,BGD,1994,0.0012346454519999999
Bangladesh,BGD,1995,0.013434478236
Bangladesh,BGD,1996,0.007365962844
Bangladesh,BGD,1997,0.013518214236000001
Bangladesh,BGD,1998,0.003892216752
Bangladesh,BGD,1999,0.001925174376
Bangladesh,BGD,2000,0.013811164632000002
Bangladesh,BGD,2001,0.014648189688
Bangladesh,BGD,2002,0.015296892480000001
Bangladesh,BGD,2003,0.014627255688
Bangladesh,BGD,2004,0.014648189688
Bangladesh,BGD,2005,0.0300527812661684
Bangladesh,BGD,2006,0.0456619353501738
Bangladesh,BGD,2007,0.0372650303341086
Bangladesh,BGD,2008,0.0392258348616463
Bangladesh,BGD,2009,0.0490133876711924
Bangladesh,BGD,2010,0.031232758484875
Bangladesh,BGD,2011,0.0464959534878254
Bangladesh,BGD,2012,0.0383656097729129
Bangladesh,BGD,2013,0.0531146653577617
Bangladesh,BGD,2014,0.0335260575200862
Bangladesh,BGD,2015,0.11168403262412599
Bangladesh,BGD,2016,0.0826191602246028
Bangladesh,BGD,2017,0.089544245174166
Bangladesh,BGD,2018,0.10233844725990598
Bangladesh,BGD,2019,0.144330320080984
Belarus,BLR,1985,0.090404567568
Belarus,BLR,1986,0.098898789276
Belarus,BLR,1987,0.09615794252399999
Belarus,BLR,1988,0.103018846147167
Belarus,BLR,1989,0.10113216878128
Belarus,BLR,1990,0.08895673026
Belarus,BLR,1991,0.084503356704
Belarus,BLR,1992,0.070380694152
Belarus,BLR,1993,0.06044420357999999
Belarus,BLR,1994,0.042349523868000005
Belarus,BLR,1995,0.039851678988
Belarus,BLR,1996,0.048364448219999995
Belarus,BLR,1997,0.050965665192
Belarus,BLR,1998,0.0452297221214073
Belarus,BLR,1999,0.0419632405958034
Belarus,BLR,2000,0.0416582119458299
Belarus,BLR,2001,0.0299106858806197
Belarus,BLR,2002,0.0282148134875021
Belarus,BLR,2003,0.0265563776923175
Belarus,BLR,2004,0.0260133769410746
Belarus,BLR,2005,0.0287274735728247
Belarus,BLR,2006,0.025720883839997998
Belarus,BLR,2007,0.0290888067368672
Belarus,BLR,2008,0.0271175539084157
Belarus,BLR,2009,0.0258363981920617
Belarus,BLR,2010,0.0270264558058348
Belarus,BLR,2011,0.0324670135106993
Belarus,BLR,2012,0.033117671736
Belarus,BLR,2013,0.035151447517199993
Belarus,BLR,2014,0.0348712375536
Belarus,BLR,2015,0.031009785408
Belarus,BLR,2016,0.034070671152
Belarus,BLR,2017,0.035239106548800005
Belarus,BLR,2018,0.037020188015999995
Belarus,BLR,2019,0.0394860122496
Belgium,BEL,1965,0.8025737565798001
Belgium,BEL,1966,0.73213557891984
Belgium,BEL,1967,0.7185501020671199
Belgium,BEL,1968,0.7418310416960401
Belgium,BEL,1969,0.72248526492012
Belgium,BEL,1970,0.6808841738388001
Belgium,BEL,1971,0.5638210285438799
Belgium,BEL,1972,0.53850039090516
Belgium,BEL,1973,0.45190014408468
Belgium,BEL,1974,0.48336278424768003
Belgium,BEL,1975,0.361004282834616
Belgium,BEL,1976,0.3762135800061121
Belgium,BEL,1977,0.381582972983376
Belgium,BEL,1978,0.39075860832375603
Belgium,BEL,1979,0.43536714412212
Belgium,BEL,1980,0.43889222331288
Belgium,BEL,1981,0.45465323178384004
Belgium,BEL,1982,0.4553658381229199
Belgium,BEL,1983,0.388584454204584
Belgium,BEL,1984,0.4506427345824
Belgium,BEL,1985,0.44937608020704
Belgium,BEL,1986,0.383434060467996
Belgium,BEL,1987,0.381575318424408
Belgium,BEL,1988,0.385590592052892
Belgium,BEL,1989,0.40512428346596396
Belgium,BEL,1990,0.44507421522
Belgium,BEL,1991,0.425739740292
Belgium,BEL,1992,0.381024883764
Belgium,BEL,1993,0.36093104892
Belgium,BEL,1994,0.38795642424000004
Belgium,BEL,1995,0.37054582578
Belgium,BEL,1996,0.35462765404799995
Belgium,BEL,1997,0.33106409244
Belgium,BEL,1998,0.32931652211999995
Belgium,BEL,1999,0.28854609174
Belgium,BEL,2000,0.319261126428
Belgium,BEL,2001,0.30410796679200003
Belgium,BEL,2002,0.260699098788
Belgium,BEL,2003,0.252176741784
Belgium,BEL,2004,0.234555547284
Belgium,BEL,2005,0.215516702304
Belgium,BEL,2006,0.212676293448
Belgium,BEL,2007,0.194352218964
Belgium,BEL,2008,0.19193781700800003
Belgium,BEL,2009,0.123642442332
Belgium,BEL,2010,0.156961792224
Belgium,BEL,2011,0.14777624609999998
Belgium,BEL,2012,0.139185518652
Belgium,BEL,2013,0.147422963916
Belgium,BEL,2014,0.140658016212
Belgium,BEL,2015,0.141408667584
Belgium,BEL,2016,0.134050492188
Belgium,BEL,2017,0.1312865343
Belgium,BEL,2018,0.130189467096
Belgium,BEL,2019,0.127520406274048
Brazil,BRA,1965,0.07264098
Brazil,BRA,1966,0.07871184
Brazil,BRA,1967,0.081349524
Brazil,BRA,1968,0.08005161599999999
Brazil,BRA,1969,0.089346312
Brazil,BRA,1970,0.10204126419643199
Brazil,BRA,1971,0.10271678528462401
Brazil,BRA,1972,0.10812928224711599
Brazil,BRA,1973,0.10626681780338401
Brazil,BRA,1974,0.11272421498616
Brazil,BRA,1975,0.13401089217756
Brazil,BRA,1976,0.143015021787348
Brazil,BRA,1977,0.18138973288525198
Brazil,BRA,1978,0.20856605314719603
Brazil,BRA,1979,0.226543175093304
Brazil,BRA,1980,0.24712114310279998
Brazil,BRA,1981,0.241768284175548
Brazil,BRA,1982,0.255570492530592
Brazil,BRA,1983,0.287412516016812
Brazil,BRA,1984,0.35492871477801596
Brazil,BRA,1985,0.41957295505181996
Brazil,BRA,1986,0.4247730150383521
Brazil,BRA,1987,0.44479724918904
Brazil,BRA,1988,0.45456420157523997
Brazil,BRA,1989,0.45104932410883203
Brazil,BRA,1990,0.40183484561045296
Brazil,BRA,1991,0.460668750879154
Brazil,BRA,1992,0.44704805139913
Brazil,BRA,1993,0.46057056784008504
Brazil,BRA,1994,0.472793937691622
Brazil,BRA,1995,0.49582736058764204
Brazil,BRA,1996,0.5116288869998211
Brazil,BRA,1997,0.514696541978808
Brazil,BRA,1998,0.5041447948666079
Brazil,BRA,1999,0.510508068598584
Brazil,BRA,2000,0.544253361500016
Brazil,BRA,2001,0.535636816317288
Brazil,BRA,2002,0.5184374098464001
Brazil,BRA,2003,0.5379074240507999
Brazil,BRA,2004,0.563964792830748
Brazil,BRA,2005,0.5439045692121629
Brazil,BRA,2006,0.536306305574829
Brazil,BRA,2007,0.568338197551237
Brazil,BRA,2008,0.576476479726451
Brazil,BRA,2009,0.46514577693800896
Brazil,BRA,2010,0.6055115065359991
Brazil,BRA,2011,0.6468109216846539
Brazil,BRA,2012,0.640067073924812
Brazil,BRA,2013,0.68991658038627
Brazil,BRA,2014,0.7335589308303728
Brazil,BRA,2015,0.7379197609752031
Brazil,BRA,2016,0.666526896007369
Brazil,BRA,2017,0.702977096483022
Brazil,BRA,2018,0.696335166628121
Brazil,BRA,2019,0.6560769184665971
Bulgaria,BGR,1965,0.251040528
Bulgaria,BGR,1966,0.25886984399999996
Bulgaria,BGR,1967,0.281101752
Bulgaria,BGR,1968,0.30538519199999997
Bulgaria,BGR,1969,0.307018044
Bulgaria,BGR,1970,0.335823228
Bulgaria,BGR,1971,0.33146895600000004
Bulgaria,BGR,1972,0.34164288
Bulgaria,BGR,1973,0.344280564
Bulgaria,BGR,1974,0.338419044
Bulgaria,BGR,1975,0.354789432
Bulgaria,BGR,1976,0.330715332
Bulgaria,BGR,1977,0.329375556
Bulgaria,BGR,1978,0.351188784
Bulgaria,BGR,1979,0.36211633200000004
Bulgaria,BGR,1980,0.379826496
Bulgaria,BGR,1981,0.385688016
Bulgaria,BGR,1982,0.40519850399999996
Bulgaria,BGR,1983,0.403649388
Bulgaria,BGR,1984,0.40427740799999995
Bulgaria,BGR,1985,0.421945704
Bulgaria,BGR,1986,0.43371061200000005
Bulgaria,BGR,1987,0.4333338
Bulgaria,BGR,1988,0.403691256
Bulgaria,BGR,1989,0.412022988
Bulgaria,BGR,1990,0.345808494792
Bulgaria,BGR,1991,0.309102107436
Bulgaria,BGR,1992,0.325040585148
Bulgaria,BGR,1993,0.34995522711599997
Bulgaria,BGR,1994,0.320367907008
Bulgaria,BGR,1995,0.320407723476
Bulgaria,BGR,1996,0.319043747772
Bulgaria,BGR,1997,0.36379858824
Bulgaria,BGR,1998,0.346495046256
Bulgaria,BGR,1999,0.285311746872
Bulgaria,BGR,2000,0.263497220964
Bulgaria,BGR,2001,0.300342107664
Bulgaria,BGR,2002,0.276587376768
Bulgaria,BGR,2003,0.30966598566
Bulgaria,BGR,2004,0.29590690482
Bulgaria,BGR,2005,0.289835793612
Bulgaria,BGR,2006,0.29429917362
Bulgaria,BGR,2007,0.331090343676
Bulgaria,BGR,2008,0.31559336402399996
Bulgaria,BGR,2009,0.265656186252
Bulgaria,BGR,2010,0.28816911226799996
Bulgaria,BGR,2011,0.33891974341200004
Bulgaria,BGR,2012,0.28954066608
Bulgaria,BGR,2013,0.24885208764000002
Bulgaria,BGR,2014,0.2658659868
Bulgaria,BGR,2015,0.274451480748
Bulgaria,BGR,2016,0.23840895239999998
Bulgaria,BGR,2017,0.255601251108
Bulgaria,BGR,2018,0.228409743564
Bulgaria,BGR,2019,0.208555073119421
CIS,,1965,12.45307781
CIS,,1966,12.90678857
CIS,,1967,13.10659297
CIS,,1968,12.99229333
CIS,,1969,13.1785476326533
CIS,,1970,13.06941729
CIS,,1971,13.33369841
CIS,,1972,13.69088397
CIS,,1973,13.85314553
CIS,,1974,13.92115437
CIS,,1975,14.31741148
CIS,,1976,14.3019099570226
CIS,,1977,14.558812278633
CIS,,1978,14.470706243464301
CIS,,1979,14.575447852132198
CIS,,1980,14.13176488
CIS,,1981,14.042101979528198
CIS,,1982,14.2571774286344
CIS,,1983,14.293750442635
CIS,,1984,14.158843952424
CIS,,1985,10.2756925768046
CIS,,1986,10.6137337850566
CIS,,1987,10.795807859713099
CIS,,1988,10.7192852076402
CIS,,1989,10.352571640611801
CIS,,1990,9.62295747819491
CIS,,1991,8.91258700852871
CIS,,1992,8.39435980267947
CIS,,1993,7.5654307292685905
CIS,,1994,6.770018497364559
CIS,,1995,6.257733338251599
CIS,,1996,6.054474541076781
CIS,,1997,5.519029916930809
CIS,,1998,5.21058128254641
CIS,,1999,5.17770525352425
CIS,,2000,5.27150268575406
CIS,,2001,5.33378824589016
CIS,,2002,5.372543821394169
CIS,,2003,5.491214413086669
CIS,,2004,5.384135495957549
CIS,,2005,5.184635909054941
CIS,,2006,5.3447633741419605
CIS,,2007,5.336853530907019
CIS,,2008,5.74352944108158
CIS,,2009,5.262911588087531
CIS,,2010,5.29933380999645
CIS,,2011,5.58260077873574
CIS,,2012,5.84120835648583
CIS,,2013,5.5193641837086105
CIS,,2014,5.38465259152721
CIS,,2015,5.45562788989509
CIS,,2016,5.31536868874875
CIS,,2017,5.21655991887764
CIS,,2018,5.54263982955536
CIS,,2019,5.529885472167491
Canada,CAN,1965,0.647949168
Canada,CAN,1966,0.635221296
Canada,CAN,1967,0.629359776
Canada,CAN,1968,0.683746308
Canada,CAN,1969,0.660132756
Canada,CAN,1970,0.708741504
Canada,CAN,1971,0.67365612
Canada,CAN,1972,0.6356818439999999
Canada,CAN,1973,0.654689916
Canada,CAN,1974,0.665198784
Canada,CAN,1975,0.6471536760000001
Canada,CAN,1976,0.7661844
Canada,CAN,1977,0.979041312
Canada,CAN,1978,0.8050379040000001
Canada,CAN,1979,0.7622906759999999
Canada,CAN,1980,0.928409
Canada,CAN,1981,0.9479420000000001
Canada,CAN,1982,1.001681
Canada,CAN,1983,1.048015
Canada,CAN,1984,1.167377
Canada,CAN,1985,1.1220860000000001
Canada,CAN,1986,1.039979
Canada,CAN,1987,1.117744
Canada,CAN,1988,1.200307
Canada,CAN,1989,1.197786
Canada,CAN,1990,1.1361709999999998
Canada,CAN,1991,1.0997860000000002
Canada,CAN,1992,1.1203530000000002
Canada,CAN,1993,0.994715
Canada,CAN,1994,1.054689
Canada,CAN,1995,1.102441
Canada,CAN,1996,1.1254709999999999
Canada,CAN,1997,1.176648
Canada,CAN,1998,1.258325
Canada,CAN,1999,1.210035
Canada,CAN,2000,1.280648
Canada,CAN,2001,1.331253
Canada,CAN,2002,1.3394549999999998
Canada,CAN,2003,1.336665
Canada,CAN,2004,1.255911
Canada,CAN,2005,1.258182
Canada,CAN,2006,1.221034
Canada,CAN,2007,1.268033
Canada,CAN,2008,1.230879
Canada,CAN,2009,0.9832860000000001
Canada,CAN,2010,1.036885
Canada,CAN,2011,0.928738
Canada,CAN,2012,0.882526
Canada,CAN,2013,0.8695010707899999
Canada,CAN,2014,0.8218225364
Canada,CAN,2015,0.8326184212933899
Canada,CAN,2016,0.7821449124500001
Canada,CAN,2017,0.77934103737
Canada,CAN,2018,0.65057431016526
Canada,CAN,2019,0.5586325067273039
Central America,,1965,0.000013082692572488001
